race_id,driver_id,quali_pos,avg_fp_longrun_delta,constructor_form,driver_form,circuit_effect,weather_risk,points
2012_1_albert_park,hamilton,1,0.0,9.0,16.667,15.286,0.0,15.0
2012_1_albert_park,webber,5,0.0,20.333,13.0,8.0,0.0,12.0
2012_1_albert_park,alonso,12,0.0,13.333,14.0,8.0,0.0,10.0
2012_1_albert_park,kobayashi,13,0.0,1.333,0.0,0.0,0.0,8.0
2012_1_albert_park,raikkonen,18,0.0,5.0,12.333,8.857,0.0,6.0
2012_1_albert_park,perez,17,0.0,4.0,0.667,1.143,0.0,4.0
2012_1_albert_park,ricciardo,10,0.0,0.667,0.333,4.571,0.0,2.0
2012_1_albert_park,resta,15,0.0,6.667,4.0,4.0,0.0,1.0
2012_1_albert_park,vergne,11,0.0,0.667,2.0,2.0,0.0,0.0
2012_1_albert_park,rosberg,7,0.0,9.0,10.0,17.0,0.0,0.0
2012_1_albert_park,maldonado,8,0.0,1.333,0.0,0.0,0.0,0.0
2012_1_albert_park,glock,21,0.0,0.0,0.0,0.0,0.0,0.0
2012_1_albert_park,pic,22,0.0,0.0,0.0,0.0,0.0,0.0
2012_1_albert_park,bruno_senna,14,0.0,0.0,0.0,0.0,0.0,0.0
2012_1_albert_park,massa,16,0.0,10.667,9.333,8.4,0.0,0.0
2012_1_albert_park,kovalainen,19,0.0,0.0,0.0,0.0,0.0,0.0
2012_1_albert_park,petrov,20,0.0,0.0,0.0,0.0,0.0,0.0
2012_1_albert_park,michael_schumacher,4,0.0,9.0,0.0,0.0,0.0,0.0
2012_1_albert_park,grosjean,3,0.0,6.667,3.0,1.286,0.0,0.0
2012_1_albert_park,hulkenberg,9,0.0,3.667,4.667,4.571,0.0,0.0
2012_2_sepang,alonso,8,0.0,6.667,13.333,12.0,0.0,25.0
2012_2_sepang,perez,9,0.0,5.333,1.667,0.0,0.0,18.0
2012_2_sepang,hamilton,1,0.0,13.333,13.333,19.333,0.0,15.0
2012_2_sepang,webber,4,0.0,16.0,12.667,18.0,0.0,12.0
2012_2_sepang,raikkonen,5,0.0,4.0,12.333,9.0,0.0,10.0
2012_2_sepang,bruno_senna,13,0.0,0.0,0.0,0.0,0.0,8.0
2012_2_sepang,resta,14,0.0,1.667,2.5,0.0,0.0,6.0
2012_2_sepang,vergne,18,0.0,0.667,1.333,0.0,0.0,4.0
2011_1_albert_park,vettel,1,0.0,14.0,19.333,15.625,0.0,25.0
2011_1_albert_park,hamilton,2,0.0,18.333,15.0,15.25,0.0,18.0
2011_1_albert_park,petrov,6,0.0,0.0,0.0,0.0,0.0,15.0
2011_1_albert_park,alonso,5,0.0,11.667,17.667,8.333,0.0,12.0
2011_1_albert_park,webber,3,0.0,16.333,14.0,10.0,0.0,10.0
2011_1_albert_park,button,4,0.0,16.0,11.667,8.4,0.0,8.0
2011_1_albert_park,massa,8,0.0,12.333,7.333,7.0,0.0,6.0
2011_1_albert_park,buemi,10,0.0,2.0,0.0,0.0,0.0,4.0
2011_1_albert_park,sutil,16,0.0,2.333,3.0,3.0,0.0,2.0
2011_1_albert_park,resta,14,0.0,2.667,3.667,2.5,0.0,1.0
2011_1_albert_park,alguersuari,12,0.0,2.667,0.0,0.0,0.0,0.0
2011_1_albert_park,heidfeld,18,0.0,5.0,0.0,0.0,0.0,0.0
2011_1_albert_park,trulli,20,0.0,0.0,0.0,0.0,0.0,0.0
2011_1_albert_park,ambrosio,22,0.0,0.0,0.0,0.0,0.0,0.0
2011_1_albert_park,glock,21,0.0,0.0,0.0,0.0,0.0,0.0
2011_1_albert_park,barrichello,17,0.0,2.667,0.0,0.0,0.0,0.0
2011_1_albert_park,rosberg,7,0.0,4.0,4.0,13.6,0.0,0.0
2011_1_albert_park,kovalainen,19,0.0,0.0,0.0,0.0,0.0,0.0
2011_1_albert_park,michael_schumacher,11,0.0,0.0,0.0,0.0,0.0,0.0
2011_1_albert_park,maldonado,15,0.0,2.667,0.0,0.0,0.0,0.0
2011_1_albert_park,kobayashi,9,0.0,10.0,4.0,4.0,0.0,0.0
2011_1_albert_park,perez,13,0.0,7.333,7.333,1.5,0.0,0.0
2011_2_sepang,vettel,1,0.0,15.667,22.667,21.667,0.0,25.0
2011_2_sepang,button,4,0.0,13.667,11.667,8.0,0.0,18.0
2011_2_sepang,heidfeld,6,0.0,5.0,0.0,0.0,0.0,15.0
2011_2_sepang,webber,3,0.0,20.0,11.333,15.0,0.0,12.0
2011_2_sepang,massa,7,0.0,14.333,5.333,8.0,0.0,10.0
2011_2_sepang,alonso,5,0.0,9.333,15.667,18.5,0.0,8.0
2011_2_sepang,kobayashi,10,0.0,6.0,2.667,0.0,0.0,6.0
2011_2_sepang,hamilton,2,0.0,14.667,16.0,18.25,0.0,4.0
2010_1_bahrain,alonso,3,0.0,8.0,15.0,5.0,0.0,25.0
2010_1_bahrain,massa,2,0.0,14.333,5.333,4.0,0.0,18.0
2010_1_bahrain,hamilton,4,0.0,10.0,12.333,15.857,0.0,15.0
2010_1_bahrain,vettel,1,0.0,15.667,22.667,11.667,0.0,12.0
2010_1_bahrain,rosberg,5,0.0,0.0,4.0,25.0,0.0,10.0
2010_1_bahrain,michael_schumacher,7,0.0,3.333,0.0,0.0,0.0,8.0
2010_1_bahrain,button,8,0.0,12.333,17.0,0.0,0.0,6.0
2010_1_bahrain,webber,6,0.0,16.333,11.333,0.0,0.0,4.0
2010_1_bahrain,liuzzi,12,0.0,3.0,0.0,0.0,0.0,2.0
2010_1_bahrain,barrichello,11,0.0,2.667,0.0,0.0,0.0,1.0
2010_1_bahrain,kubica,9,0.0,10.0,0.0,0.0,0.0,0.0
2010_1_bahrain,sutil,10,0.0,1.667,2.667,0.0,0.0,0.0
2010_1_bahrain,alguersuari,18,0.0,2.667,0.0,0.0,0.0,0.0
2010_1_bahrain,hulkenberg,13,0.0,0.333,1.333,2.0,0.0,0.0
2010_1_bahrain,kovalainen,21,0.0,0.0,0.0,0.0,0.0,0.0
2010_1_bahrain,buemi,15,0.0,1.333,4.0,0.0,0.0,0.0
2010_1_bahrain,trulli,20,0.0,0.0,0.0,0.0,0.0,0.0
2010_1_bahrain,rosa,14,0.0,2.0,0.0,0.0,0.0,0.0
2010_1_bahrain,bruno_senna,23,0.0,0.0,4.0,0.0,0.0,0.0
2010_1_bahrain,glock,19,0.0,0.0,0.0,0.0,0.0,0.0
2010_1_bahrain,petrov,17,0.0,5.0,7.5,0.0,0.0,0.0
2010_1_bahrain,kobayashi,16,0.0,2.0,4.667,0.0,0.0,0.0
2010_1_bahrain,grassi,22,0.0,0.0,0.0,0.0,0.0,0.0
2010_1_bahrain,chandhok,24,0.0,0.0,0.0,0.0,0.0,0.0
2010_2_albert_park,button,4,0.0,8.333,10.667,8.333,0.0,25.0
2010_2_albert_park,kubica,9,0.0,5.0,0.0,0.0,0.0,18.0
2010_2_albert_park,massa,5,0.0,17.0,11.333,6.857,0.0,15.0
2010_2_albert_park,alonso,3,0.0,19.333,15.0,8.857,0.0,12.0
2010_2_albert_park,rosberg,6,0.0,6.0,3.333,11.333,0.0,10.0
2010_2_albert_park,hamilton,11,0.0,15.333,12.333,15.556,0.0,8.0
